client_id,business_name,owner_first_name,trade,trade_confidence,license_class,roc_number,phone,city,zip,also_holds,email,website
az-paintworks-llc,AZ Paintworks LLC,Carmen,painting,high,CR-34,360039,(623) 203-6722,Surprise,85388,,,
ram-bros-logistics-llc,Ram Bros Logistics LLC,Rueben,lowvoltage,high,CR-67,360038,(602) 561-8425,Phoenix,85031,R-2|CR-2,,
drill-max-midwest-inc,Drill Max Midwest INC,Eduardo,excavating,high,A-5,360037,(913) 325-7830,Orlando,32829,,,
megawatt-solutions-inc,"Megawatt Solutions, Inc",Dustin,electrical,high,C-11,360035,(669) 221-0964,Saratoga,95070,,,
wtp-electric-llc,"WTP Electric, LLC",Gustavo,electrical,high,CR-11,360034,(951) 283-9983,NEW RIVER,85087,,,
legendary-roofing-llc,Legendary Roofing LLC,Carlos,roofing,high,CR-42,360033,(623) 297-0565,PHOENIX,85017,,,
golden-rule-construction-llc,Golden Rule Construction LLC,Philip,plumbing,medium,KA,360032,(520) 253-0383,Tucson,85706,CR-37|KB-1,,
price-woodworks-llc,"PRICE WOODWORKS, LLC",Andre,carpentry,high,R-60,360031,(480) 278-0750,QUEEN CREEK,85240,,,
rodri-heating-and-cooling-pllc,Rodri Heating and Cooling PLLC,Justin,hvac,high,CR-39,360028,(505) 681-3756,Scottsdale,85266,,,
roddrywall-inc,RodDrywall Inc,Francisco,sheetrock,high,CR-10,360027,(408) 665-6487,Gilroy,95020,,,
waterworks-maintenance-repair-services-llc,"Waterworks Maintenance & Repair Services, LLC",Donnie,pools,high,CR-6,360023,(602) 783-0551,Mesa,85210,C-11,,
redstone-commercial-group-llc,REDSTONE COMMERCIAL GROUP LLC,Chad,masonry,medium,B,360022,(480) 825-8225,Queen Creek,85142,C-61,,
perkins-sons-llc,"Perkins & Sons, LLC",Jeffrey,hvac,high,CR-39,360016,(602) 694-2580,Gilbert,85234,,,
poipu-blue-llc,"POIPU BLUE, LLC",Timothy,handyman,high,R-62,360014,(480) 740-5547,Apache Junction,85119,,,
peak-renovations-llc,Peak Renovations LLC,Joseph,tile,high,CR-48,360013,(602) 551-6707,Glendale,85308,,,
air-works-heating-cooling-llc,Air Works Heating & Cooling LLC,markus,hvac,high,CR-39,360012,(623) 826-4834,Glendale,85306,,,
empower-electric-inc,Empower Electric Inc,Scott,electrical,high,CR-11,360011,(800) 306-6953,Clovis,93611,CR-39|KB-1|CR-42,,
rpg-industries-llc,RPG Industries LLC,Remondo,plumbing,high,CR-37,360005,(928) 615-0567,YUMA,85364,,,
aeroseal-llc,"Aeroseal, LLC",Jacob,hvac,medium,CR-45,360004,(937) 428-9300,Miamisburg,45342,,,
proper-build-group-llc,Proper Build Group LLC,Jacob,general,high,KB-1,359997,(307) 752-9062,Surprise,85374,,,
tier-1-roofing-and-construction-llc,Tier 1 Roofing and Construction LLC,Tyler,roofing,medium,B,359993,(602) 918-0031,Wickenburg,85390,,,
kp-plumbing-llc,K&P Plumbing LLC,Russell,plumbing,high,CR-37,359992,(520) 591-7707,TUCSON,85704,,,
blevins-earthwork-constructors-inc,Blevins Earthwork Constructors Inc,Jacob,excavating,medium,KA,359989,(602) 686-1053,Buckeye,85326,R-2|A-12|R-37R,,
eco-glass-systems-llc,Eco Glass Systems LLC,Wayne,glass,high,CR-65,359988,(714) 721-0346,Prescott,86301,,,
peechaco-llc,Peechaco LLC,John,general,high,KB-2,359985,(949) 690-5909,Phoenix,85048,,,
polar-services-llc,Polar Services LLC,Blake,hvac,high,CR-39,359982,(480) 798-4687,Florence,85132,,,
aguilas-construction-llc,AGUILAS CONSTRUCTION LLC,Jacob,general,high,KB-1,359973,(480) 271-4456,Phoenix,85017,,,
l-k-roofing-llc,"L & K ROOFING, LLC.",Francisco,roofing,high,CR-42,359971,(520) 471-7292,TUCSON,85706,,,
advanced-storm-roofing-llc,Advanced Storm Roofing LLC,Dennis,roofing,high,CR-42,359969,(520) 445-9945,TUCSON,85719,,,
vulcan-fence-llc,"VULCAN FENCE, LLC",Emanuel,fencing,high,CR-14,359968,(602) 561-8002,Laveen,85339,CR-31,,
roark-concrete-llc,Roark Concrete LLC,Trey,concrete,high,R-9,359962,(928) 848-9215,PRESCOTT VALLEY,86314,,,
keyway-management-llc,"Keyway Management, LLC",Jeramy,plumbing,high,R-37R,359956,(480) 239-7005,Mesa,85215,R-14,,
pgk-landscaping-llc,PGK Landscaping LLC,Jaime,landscaping,high,CR-21,359954,(602) 775-3082,Phoenix,85009,,,
bb-residential-builders-llc,BB RESIDENTIAL BUILDERS LLC,Adam,general,high,B,359953,(520) 840-0825,Arizona city,85123,,,
platinum-pro-painting-llc,Platinum Pro Painting LLC,Francisco,painting,high,CR-34,359945,(505) 559-3568,Phoenix,85032,,,
capital-test-balance-inc,Capital Test & Balance Inc.,Jonathan,hvac,high,C-58,359944,(916) 577-0337,Roseville,95678,,,
mcw-builders-llc,MCW Builders LLC,Mark,general,high,B,359943,(928) 592-8485,Happy Jack,86024,B,,
rising-phoenix-lathers-llc,Rising Phoenix Lathers LLC,Jose,masonry,medium,CR-36,359940,(520) 213-7072,Kingman,86401,,,
aspirational-technology-co,Aspirational Technology Co.,Jonathan,electrical,high,C-11,359937,(602) 581-3558,Phoenix,85027,B-1,,
asap-home-service-enterprises-llc,ASAP HOME SERVICE ENTERPRISES LLC,James,handyman,high,R-62,359936,(623) 633-6353,CHANDLER,85248,,,
aces-concrete-llc,ACES CONCRETE LLC,Eustorgio,concrete,high,CR-9,359935,(928) 710-5614,CHINO VALLEY,86323,,,
arizona-creations-landscaping-llc,Arizona Creations Landscaping LLC,christopher,landscaping,high,CR-21,359934,(480) 261-7114,Phoenix,85022,,,
shower-remodel-pros-llc,Shower Remodel Pros LLC,Gregory,general,high,B-3,359933,(602) 614-3738,Mesa,85206,,,
reliant-restoration-llc,"Reliant Restoration, LLC",Rick,general,high,KB-1,359932,(602) 919-6305,Mesa,85206,,,
matthew-peter-couper,Matthew Peter Couper,Matthew,fencing,high,CR-14,359931,(949) 241-7835,Mission Viejo,92692,,,
compass-west-inc,Compass West Inc,Robert,general,high,B,359930,(206) 518-7409,Escondido,92026,,,
heltzel-sons-inc,Heltzel & Sons Inc,John,septic,high,R-41,359926,(928) 245-1922,Saint Johns,85936,CR-2,,
bravo-restoration-llc,Bravo Restoration LLC,Markus,carpentry,high,C-61,359921,(480) 331-3596,GILBERT,85233,B-3,,
precision-edge-exteriors-llc,Precision Edge Exteriors LLC,Stan,general,high,KB-1,359920,(435) 212-1459,Colorado City,86021,,,
southern-az-concrete-llc,Southern AZ Concrete LLC,Marcus,concrete,high,CR-9,359919,(410) 812-0313,TUCSON,85749,,,
henrik-ter-issayan,HENRIK TER ISSAYAN,Henrik,roofing,high,CR-42,359918,(818) 232-2794,Sunland,91040,,,
brush-beyond-llc,Brush & Beyond LLC,Christopher,painting,high,R-34,359917,(928) 940-9998,Show Low,85901,,,
acl-outdoor-services-llc,ACL Outdoor Services LLC,Jonathan,landscaping,high,CR-21,359915,(602) 796-7837,PHOENIX,85032,,,
leak-hunters-llc,LEAK HUNTERS LLC,Andrew,pools,high,CR-6,359914,(623) 980-2888,Glendale,85305,,,
the-quality-plus-group-inc,THE QUALITY PLUS GROUP INC,Daniel,general,high,B-1,359912,(909) 841-2619,Corona,92879,,,
arkotex-inc,"Arkotex, Inc.",Michael,painting,high,C-34,359911,(479) 736-2621,Siloam Springs,72761,,,
3-sons-electric-llc,3 Sons Electric LLC,MICHAEL,electrical,high,R-11,359910,(480) 742-4717,Florence,85132,C-11,,
roofing-plus-construction-llc,Roofing Plus Construction LLC,Jeffrey,roofing,high,CR-42,359909,(605) 631-9657,Sturgis,57785,,,
redstone-commercial-group-llc,REDSTONE COMMERCIAL GROUP LLC,Chad,masonry,medium,B,359908,(480) 825-8225,Queen Creek,85142,C-61,,
ds-steel-and-construction-inc,"DS STEEL AND CONSTRUCTION, INC.",DUK,hvac,high,CR-39,359907,(714) 287-7002,Mesa,85201,B-1|CR-11|CR-37|CR-16,,
ott-plumbing-llc,OT&T Plumbing LLC,Jose,plumbing,high,CR-37,359906,(915) 263-7476,El Paso,79907,,,
general-refrigeration-8-service-llc,General Refrigeration 8 Service LLC,Gilberto,hvac,high,CR-39,359905,(602) 538-9618,WADDELL,85355,,,
huntt-plumbing-and-drain-llc,Huntt Plumbing And Drain LLC,Hunter,plumbing,high,R-37R,359902,(480) 594-6161,San tan valley,85140,,,
precision-climate-control-llc,Precision Climate Control LLC,Joshua,hvac,high,CR-39,359901,(520) 719-2665,Sahuarita,85629,,,
centurion-general-contracting-llc,Centurion General Contracting LLC,Rafael,general,high,B,359900,(520) 990-4209,TUCSON,85704,,,
iconic-projects-inc,Iconic Projects Inc,Donald,general,high,KB-1,359898,(909) 709-5585,Buckeye,85326,,,
perez-companies-inc,Perez Companies Inc,John,general,high,KB-1,359896,(928) 699-4433,Parks,86018,,,
ez-erectors-inc,"EZ-Erectors, Inc.",Kevin,general,high,B-1,359895,(231) 421-8502,Traverse City,49686,,,
slabhaus-llc,SlabHaus LLC,Richard,carpentry,high,CR-60,359894,(480) 577-8416,Phoenix,85016,,,
serenity-glass-llc,SERENITY GLASS LLC,Edward,glass,high,R-65,359887,(928) 772-5710,QUEEN CREEK,85142,,,
huitt-construction-llc,Huitt Construction LLC,James,general,high,KB-1,359881,(541) 678-0204,MARICOPA,85138,,,
ea-landscaping-llc,E&A landscaping LLC,EMERY,landscaping,high,CR-21,359880,(480) 313-2769,Show Low,85901,,,
ec-flooring-and-remodeling-llc,EC FLOORING AND REMODELING LLC,Erika,flooring,high,CR-8,359875,(602) 472-1789,Glendale,85305,,,
spartan-concepts-llc,Spartan Concepts LLC,Brandon,electrical,high,CR-11,359873,(602) 531-2569,TUCSON,85705,KB-1|CR-67,,
performance-grading-az-inc,PERFORMANCE GRADING AZ INC,Christopher,general,high,A,359872,(559) 318-7087,Phoenix,85016,,,
az-paints-stains-llc,AZ PAINTS & STAINS LLC,Christopher,painting,high,CR-34,359870,(480) 714-5510,Gilbert,85234,,,
4w-fence-fabrication-llc,4W Fence & Fabrication LLC,Josephine,fencing,high,CR-14,359869,(928) 595-1471,YOUNG,85554,,,
james-edward-snyder,James Edward Snyder,James,hvac,high,CR-39,359866,(520) 258-9285,Tucson,85710,,,
slattery-enterprises-of-arizona-inc,"SLATTERY ENTERPRISES OF ARIZONA, INC.",Jeffery,hvac,high,CR-39,359857,(480) 216-9330,Scottsdale,85258,,,
pencco-inc,"PENCCO, INC.",Adam,general,high,A,359856,(979) 885-0005,Phoenix,85063,,,
civilpave-llc,Civilpave LLC,Wesley,excavating,high,CR-2,359855,(480) 415-4575,QUEEN CREEK,85142,,,
connect-electric-solutions-llc,CONNECT ELECTRIC SOLUTIONS LLC,Caleb,electrical,high,CR-11,359854,(773) 742-8355,PHOENIX,85083,,,
pipe-pro-plumbing-llc,PIPE PRO PLUMBING LLC,Abel,plumbing,high,R-37R,359853,(480) 524-2531,PHOENIX,85040,,,
thomas-contracting-llc,Thomas Contracting LLC,Zachary,handyman,high,R-62,359852,(480) 364-3632,QUEEN CREEK,85142,KB-1,,
jgyst-llc,JGYST LLC,Savo,flooring,high,CR-8,359851,(480) 757-1234,Scottsdale,85257,,,
rkb-electric-llc,RKB Electric LLC,Ryan,electrical,high,R-11,359850,(520) 304-9648,Tucson,85705,,,
stoneworks-oasis-llc,"Stoneworks Oasis, LLC",Adam,landscaping,high,CR-21,359849,(480) 826-3755,Queen Creek,85142,,,
state-48-demo-llc,State 48 Demo LLC,Gary,handyman,high,R-62,359848,(602) 558-6735,CAVE CREEK,85331,,,
gold-star-drywall-services-llc,GOLD STAR DRYWALL SERVICES LLC,Salvador,sheetrock,high,CR-10,359847,(602) 583-0872,PHOENIX,85041,,,
mutuo-property-recovery-contracting-inc,"MUTUO PROPERTY RECOVERY & CONTRACTING, INC.",John,sheetrock,high,C-10,359846,(210) 243-7474,Hearne,77859,,,
danann-build-inc,"Danann Build, Inc.",Patrick,general,high,KB-1,359844,(602) 501-3184,Tempe,85288,,,
amw-hardscape-solutions-llc,A.M.W. Hardscape Solutions LLC,Bradley,carpentry,high,CR-61,359843,(480) 721-6561,Mesa,85212,KB-1,,
new-gen-building-services-llc,NEW GEN BUILDING SERVICES LLC,Erick,carpentry,high,CR-61,359842,(602) 804-2008,Buckeye,85326,,,
cornerstone-landscaping-llc,Cornerstone Landscaping LLC,Josiah,landscaping,high,CR-21,359841,(520) 237-8104,MARANA,85653,,,
streamline-mechanical-llc,Streamline Mechanical LLC,Rudy,hvac,high,CR-39,359840,(602) 782-0867,Peoria,85380,,,
visionary-consultants-and-contracting-llc,Visionary Consultants and Contracting LLC,Stephen,general,high,KB-1,359839,(480) 416-0778,PHOENIX,85070,,,
rock-n-block-arizona-llc,Rock N Block Arizona LLC,Gregory,landscaping,high,R-21,359837,(888) 894-2486,Phoenix,85016,,,
epic-homes-llc,"EPIC HOMES, L.L.C.",Scott,general,high,B,359832,(480) 267-2738,Queen Creek,85142,,,
broadband-power-solutions-llc,"Broadband Power Solutions, LLC",Neil,electrical,high,CR-11,359831,(936) 828-1838,YOUNG,85554,KA,,
motivated-air-and-plumbing-llc,MOTIVATED AIR AND PLUMBING LLC,Isaiah,hvac,high,CR-39,359830,(505) 720-3195,SCOTTSDALE,85257,CR-37,,
motivated-air-and-plumbing-llc,MOTIVATED AIR AND PLUMBING LLC,Isaiah,hvac,high,CR-39,359828,(505) 720-3195,SCOTTSDALE,85257,CR-37,,
southwest-construction-restoration-llc,"Southwest Construction & Restoration, LLC",Jason,general,high,KB-1,359824,(602) 418-6151,TEMPE,85284,,,
standor-homes-llc,"Standor Homes, LLC",Marvin,general,high,B,359822,(337) 302-9356,Tucson,85715,,,
jb-garage-doors-llc,J&B GARAGE DOORS LLC,Blanca,carpentry,high,R-60,359821,(602) 500-7973,PHOENIX,85033,,,
as-plumbing-solutions-llc,A&S Plumbing Solutions LLC,Samuel,plumbing,high,CR-37,359819,(520) 415-8427,TUCSON,85716,,,
r-r-landscaping-outdoor-design-llc,R & R Landscaping & Outdoor Design LLC,Russell,carpentry,high,R-61,359815,(623) 330-2636,Tempe,85284,R-21,,
above-board-ventures-llc,Above Board Ventures LLC,Seth,painting,high,CR-34,359811,(760) 981-3272,Oro Valley,85755,,,
allied-mechanical-services-llc,ALLIED MECHANICAL SERVICES LLC,Henry,hvac,high,CR-39,359808,(602) 717-5591,PHOENIX,85048,,,
appa-construction-llc,APPA Construction LLC,Alec,general,high,B,359807,(480) 710-0831,Cave Creek,85331,,,
chapillo-electric-llc,"CHAPILLO ELECTRIC, LLC",Brian,electrical,high,CR-11,359806,(602) 587-9929,PHOENIX,85041,,,
lucky-seven-llc,LUCKY SEVEN LLC,JOSE,carpentry,high,CR-61,359805,(970) 618-9738,Laveen,85339,,,
viewline-construction-llc,Viewline Construction LLC,Jeremy,general,high,KB-1,359804,(607) 232-6093,Flagstaff,86005,,,
alleato-llc,Alleato LLC,Jesse,general,high,B-1,359803,(317) 760-0088,Indianapolis,46250,,,
efx-llc,"EFX, LLC",Darin,flooring,high,CR-8,359802,(702) 715-7725,Phoenix,85086,,,
the-arizona-roofer-and-waterproofing-professionals-llc,"The Arizona Roofer and Waterproofing Professionals, LLC",Henry,roofing,high,CR-42,359801,(480) 435-5190,Florence,85132,R-62,,
westley-watts-electric-co-llc,Westley Watts Electric Co. LLC,Jesse,electrical,high,R-11,359800,(919) 671-7557,PHOENIX,85085,,,
optimus-installations-llc,Optimus Installations llc,Emerson,carpentry,high,CR-60,359798,(323) 948-3357,Mesa,85206,,,
amalayon-llc,AMALAYON LLC,He,electrical,medium,B-1,359797,(602) 662-8985,Tolleson,85353,C-11,,
ltn-construction-llc,LTN Construction LLC,Luong,general,high,B,359796,(520) 250-1679,Tucson,85719,B,,
ohplc-llc,OHPLC LLC,Nguyen,landscaping,high,CR-21,359794,(602) 820-7564,Phoenix,85034,KA-5|KB-1|KA,,
az-modern-floors-llc,AZ MODERN FLOORS LLC,Alexis,flooring,high,CR-8,359792,(928) 632-2136,PAULDEN,86334,,,
mervs-handyman-service-llc,Mervs Handyman Service LLC,Jeffrey,handyman,high,R-62,359786,(602) 815-5224,Surprise,85388,,,
lanz-industrial-welding-inc,Lanz Industrial Welding Inc,Blaine,welding,high,C-56,359785,(360) 254-3664,Vancouver,98682,,,
canedy-metal-craft-llc,Canedy Metal Craft LLC,Andrew,welding,high,R-24,359784,(602) 292-2284,PEORIA,85382,,,
cal-pro-roofing-llc,Cal-Pro Roofing LLC,Jorge,roofing,high,CR-42,359782,(602) 788-1022,Glendale,85306,CR-42,,
lidds-painting-llc,Lidds Painting LLC,Matthew,painting,high,CR-34,359780,(520) 870-6014,Tucson,85747,,,
hm-contractor-llc,HM Contractor LLC,Shane,general,high,B,359776,(480) 534-7945,Scottsdale,85254,B-2|CR-61,,
huan-yong-inc,HUAN YONG INC,JAMES,electrical,high,C-11,359769,(480) 254-3524,Phoenix,85085,,,
jbs-construction-llc,JB'S CONSTRUCTION LLC,Juan,sheetrock,high,CR-10,359765,(480) 249-8567,PHOENIX,85009,,,
division-1-plumbing-llc,Division 1 Plumbing LLC,Carlos,plumbing,high,CR-37,359761,(619) 405-5762,BUCKEYE,85326,,,
silver-state-plumbing-llc,Silver State Plumbing LLC,William,plumbing,high,CR-37,359760,(702) 433-5008,Las Vegas,89115,,,
double-v-construction-llc,"Double V Construction, LLC",LYNDON,general,high,KB-2,359759,(602) 499-7364,WITTMANN,85361,,,
honor-pools-llc,Honor Pools LLC,Stephanie,pools,high,CR-6,359758,(480) 670-9123,San Tan Valley,85140,,,
bull-plumbing-llc,"Bull Plumbing, LLC",Fredrick,plumbing,high,CR-37,359757,(850) 556-6709,Cape Coral,33909,,,
cedar-point-homes-llc,Cedar Point Homes LLC,Peter,general,high,B,359755,(602) 299-0343,Hereford,85615,,,
morris-companies-llc,Morris Companies LLC,David,roofing,high,CR-42,359753,(480) 254-7407,Lakeside,85929,KB-1,,
forrest-garage-doors-llc,Forrest Garage Doors LLC,Forrest,carpentry,high,CR-60,359750,(928) 575-3543,Lake Havasu City,86406,,,
triumph-specialty-construction-inc,"Triumph Specialty Construction, Inc.",Breau,general,high,B-1,359746,(517) 898-4118,Flint,48506,,,
phoenix-landscaping-llc,"PHOENIX LANDSCAPING, LLC",DAVID,landscaping,high,CR-21,359744,(707) 599-4438,GOODYEAR,85338,,,
ddmm-enterprises-inc,"DDMM ENTERPRISES, INC.",David,plumbing,medium,B,359741,(602) 513-9785,Sun City,85373,CR-77,,
andritz-hydro-corp,ANDRITZ HYDRO CORP.,Megan,general,high,A,359740,(704) 943-4343,Charlotte,28262,,,
leon-f-construction-llc,Leon F Construction LLC,José,carpentry,high,CR-61,359736,(480) 803-8340,SAN TAN VALLEY,85140,,,
marshall-electric-southwest-llc,"Marshall Electric Southwest, LLC",Wade,electrical,high,CR-11,359733,(618) 383-1315,Mesa,85212,,,
southern-az-epoxy-llc,Southern AZ Epoxy LLC,Lee,flooring,high,CR-8,359731,(520) 220-9880,Sierra Vista,85650,,,
stoner-electric-llc,Stoner Electric LLC,Brandon,electrical,high,C-11,359728,(503) 462-6500,Milwaukie,97222,,,
loren-goodman-construction-llc,Loren Goodman Construction LLC,Loren,general,high,B,359726,(928) 651-4424,Pima,85543,,,
c3-renovations-llc,C3 Renovations LLC,Cameron,general,high,B-3,359723,(602) 828-7130,CLARKDALE,86324,,,
united-custom-landscapes-llc,UNITED CUSTOM LANDSCAPES LLC,Shawn,awnings,high,R-3,359722,(480) 758-2188,SAN TAN VALLEY,85143,CR-21,,
performance-rebar-llc,Performance Rebar LLC,Robert,concrete,high,CR-70,359720,(480) 734-2027,Tempe,85288,,,
fransico-mares-cardona,Fransico Mares Cardona,Francisco,masonry,high,CR-31,359717,(602) 677-0883,Queen Creek,85142,,,
1st-ave-handyman-services-llc,1st Ave Handyman Services LLC,Daniel,handyman,high,R-62,359716,(928) 941-2543,Yuma,85364,,,
moss-associates-llc,Moss & Associates LLC,Joel,electrical,high,C-11,359714,(954) 228-6420,Fort Lauderdale,33309,B-1|A,,
eastwood-industries-llc,"Eastwood Industries, LLC",Adalivia,general,high,KB-1,359713,(602) 812-0514,Phoenix,85041,,,
peyton-electric-llc,PEYTON ELECTRIC LLC,Kemish,electrical,high,CR-11,359712,(602) 418-8210,Chandler,85224,,,
krogh-enterprises-llc,"Krogh Enterprises, LLC",Gregory,general,high,B,359709,(602) 312-6116,Phoenix,85018,B,,
guardian-pro-home-services-llc,Guardian Pro Home Services LLC,Guillermo,handyman,high,R-62,359707,(520) 477-6622,Tucson,85716,,,
smooth-stone-construction-llc,"Smooth Stone Construction, LLC",Gary,masonry,medium,KA,359706,(801) 409-2041,Ogden,84403,,,
daniel-arjona,Daniel Arjona,Daniel,electrical,high,R-11,359703,(208) 869-5759,Queen Creek,85142,,,
anchor-point-installations-llc,Anchor Point Installations LLC,Kai,handyman,high,R-62,359702,(602) 366-5149,Flagstaff,85004,CR-11,,
gr-painting-llc,G&R PAINTING LLC,Grant,painting,high,CR-34,359701,(480) 300-9760,Chandler,85224,,,
clearspace-az-llc,CLEARSPACE AZ LLC,andre,demolition,high,R-57,359698,(520) 440-6711,CHANDLER,85225,,,
synergy-systems-holdings-inc,"SYNERGY SYSTEMS HOLDINGS, INC.",John,general,high,B-1,359696,(502) 500-1593,Prospect,40059,,,
mvf-construction-llc,MVF Construction LLC,Marcial,carpentry,high,CR-7,359695,(928) 301-8843,Cottonwood,86326,,,
ocotillo-toolbox-llc,"Ocotillo Toolbox, LLC",Gentry,handyman,high,R-62,359694,(520) 861-9176,Tucson,85756,,,
peak-controls-inc,Peak Controls Inc,Robert,hvac,high,C-39,359692,(909) 963-9988,Parker,85344,,,
reddrocklandscaping-llc,ReddRockLandscaping LLC,John,landscaping,high,CR-21,359691,(623) 210-4518,Peoria,85383,,,
family-first-home-services-llc,Family First Home Services LLC,Scott,plumbing,high,CR-37,359690,(602) 596-3299,SURPRISE,85387,,,
inter-sky-inc,"Inter-sky, Inc.",Andrew,general,high,KB-1,359689,(714) 972-9112,Lake Forest,92630,,,
inspiring-designs-llc,"INSPIRING DESIGNS, LLC",Nathan,flooring,high,CR-8,359688,(480) 286-9606,Phoenix,85023,CR-48|CR-60,,
dl-and-sons-construction-llc,DL and Son's Construction LLC,Daniel,roofing,high,CR-42,359684,(480) 544-0960,GLENDALE,85301,,,
lava-valley-solutions-llc,Lava Valley Solutions LLC,Evan,lowvoltage,high,CR-67,359682,(520) 630-2676,Benson,85602,,,
peak-mountain-construction-llc,Peak Mountain Construction LLC,Gregory,general,high,KB-2,359681,(480) 772-2772,St Johns,85936,,,
show-me-garage-doors-llc,Show Me Garage Doors L.L.C.,Joshua,carpentry,high,R-60,359679,(520) 542-3333,Tucson,85739,,,
richard-construction-masonry-llc,RICHARD CONSTRUCTION MASONRY LLC,Ricardo,handyman,high,R-62,359678,(480) 512-9411,Phoenix,85034,,,
cool-guys-air-conditioning-llc,COOL GUYS AIR. CONDITIONING LLC,Lynn,hvac,high,R-39R,359674,(480) 313-8893,Mesa,85212,,,
new-era-coatings-llc,New Era Coatings LLC,Jesus,flooring,high,CR-8,359673,(602) 471-2377,Mesa,85204,,,
semiconductor-controlled-innovation-llc,Semiconductor Controlled Innovation LLC,John,steel,high,CR-17,359670,(480) 204-5085,PHOENIX,85027,C-56,,
mako-cpc-us-lp,"MAKO CPC US, LP",Mitchell,excavating,high,CR-2,359665,(432) 242-4488,Midland,79705,C-11,,
permaluxe-llc,PermaLuxe LLC,Michael,lowvoltage,high,CR-67,359664,(480) 226-9110,Lakeside,85929,,,
chavez-construction-remodeling-llc,"CHAVEZ CONSTRUCTION & REMODELING, LLC",Jesus,general,high,KB-1,359663,(480) 244-4564,Phoenix,85028,,,
thunder-mountain-electric-llc,THUNDER MOUNTAIN ELECTRIC LLC,John,electrical,high,CR-11,359661,(520) 366-6315,Hereford,85615,,,
anacapa-homes-llc,Anacapa Homes LLC,Michael,general,high,B-3,359660,(602) 513-3244,Tempe,85282,,,
ij-solutions-llc,I&J Solutions LLC,Javier,sheetrock,high,CR-10,359657,(602) 206-5524,Phoenix,85033,,,
desert-spring-garage-door-repair-llc,Desert Spring Garage Door Repair LLC,Stephen,carpentry,high,CR-60,359656,(602) 361-0824,PHOENIX,85023,,,
blossom-drywall-llc,Blossom Drywall LLC,Monte,sheetrock,high,CR-10,359654,(928) 814-6736,Phoenix,85031,,,
m3-heating-and-cooling-llc,M3 Heating and Cooling LLC,Michael,hvac,high,CR-39,359652,(480) 430-8339,MESA,85204,,,
partipilo-power-electrical-service-llc,PARTIPILO POWER ELECTRICAL SERVICE LLC,Joseph,electrical,high,CR-11,359648,(602) 370-4350,PEORIA,85383,,,
arrow-mechanical-electrical-contractors-llc,Arrow Mechanical & Electrical Contractors LLC,Richard,electrical,high,C-11,359646,(760) 481-2499,Phoenix,85004,C-39|C-37,,
altitude-interiors-llc,Altitude Interiors LLC,Brett,tile,high,CR-48,359644,(480) 401-8379,Phoenix,85044,CR-60|CR-8,,
precision-of-america-company,Precision of America Company,Aaron,general,high,KB-1,359641,(503) 253-4827,Portland,97218,,,
talee-phoenix-inc,TALEE PHOENIX INC,SHENG,hvac,medium,KB-1,359640,(562) 832-8299,Montclair,91763,CR-39,,
azp-contracting-llc,AZP Contracting LLC,Jarad,plumbing,medium,KB-2,359635,(602) 721-8795,Queen Creek,85142,KB-1|CR-37,,
icicle-air-llc,Icicle Air LLC,Bryan,hvac,high,CR-39,359632,(602) 837-4616,GLENDALE,85308,,,
wells-concrete-products-co,WELLS CONCRETE PRODUCTS CO,William,concrete,high,C-9,359630,(320) 845-2229,Phoenix,85012,,,
rivermex-llc,RIVERMEX LLC,Jose,sheetrock,high,CR-10,359629,(661) 866-1968,SCOTTSDALE,85258,,,
lrf-llc,LRF LLC,Arlene,sheetrock,high,CR-10,359627,(602) 516-9405,TEMPE,85282,,,
talee-phoenix-inc,TALEE PHOENIX INC,SHENG,hvac,medium,KB-1,359626,(562) 832-8299,Montclair,91763,CR-39,,
peraltas-roofing-llc,PERALTAS ROOFING LLC,Jaime,roofing,high,CR-42,359625,(623) 294-6857,Phoenix,85029,,,
beltran-construction-llc,"Beltran Construction, LLC",Oscar,concrete,high,CR-9,359623,(435) 632-5651,Littlefield,86432,,,
sahhar-construction-llc,Sahhar Construction LLC,Musa,general,high,KB-1,359622,(623) 299-6317,Phoenix,85020,,,
unitechz-communication-technology-1-inc,Unitechz Communication Technology 1 Inc,Juan,asphalt,high,CR-69,359619,(323) 481-8141,YUMA,85365,CR-2|CR-67,,
green-rock-landscaping-llc,Green Rock Landscaping LLC,Nicholas,landscaping,high,CR-21,359618,(480) 271-2700,PHOENIX,85035,,,
forged-construction-inc,Forged Construction Inc.,Julio,general,high,KB-2,359617,(480) 576-9393,Mesa,85203,,,
cielo-rojo-construction-llc,Cielo Rojo Construction LLC,Jonathan,handyman,high,R-62,359611,(602) 471-9397,MESA,85205,,,
noble-roofing-construction-llc,Noble roofing & construction LLC,Salvador,roofing,high,CR-42,359609,(480) 803-0121,Mesa,85205,,,
west-coast-security-inc,West Coast Security Inc,Jeramy,lowvoltage,high,CR-67,359608,(253) 255-4138,Orting,98360,,,
honest-electric-az-llc,Honest Electric AZ LLC,Dalton,electrical,high,CR-11,359607,(480) 526-0223,MESA,85205,,,
adyan-professional-services-llc,Adyan Professional Services LLC,Ayhab,sheetrock,high,CR-10,359606,(520) 358-5419,TUCSON,85748,,,
the-just-right-handyman-and-home-improvement-llc,The Just Right Handyman and Home Improvement LLC,Mark,carpentry,high,CR-61,359603,(480) 732-0860,San Tan Valley,85140,R-62,,
